Time(S), note, event, xport, maxFrame, session, incoming_capacty, outgoing_window, incoming_bytes, outgoing_bytes, link, linkName, link_is_receiver, max_message_size, remote_max_message_size, current, credit, available, queued, unsettled
, pending:16348 = pn_delivery_pending()
, address_receive: recv:144 = pn_link_recv(size:144)
, address_receive: receiver blocked
7.495, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16204, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.495, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.495, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.495, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.495, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.495, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.495, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.495, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.495, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.495, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.495, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.495, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
, pending:81596 = pn_delivery_pending()
7.495, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.495, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: recv:65536 = pn_link_recv(size:65536)
, address_receive: receiver blocked
7.495, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.495, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.495, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.495, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
7.495, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.495, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, pending:16060 = pn_delivery_pending()
, address_receive: recv:16060 = pn_link_recv(size:16060)
, 0 = pn_delivery_pending()
7.495, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.495, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=16060
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:16060 = pn_link_send(size=16060)
, address_send: a->size reduced to: 0
7.495, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 16060, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.495, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.495, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.496, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: sender blocked
7.496, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
, address_receive: unblock sender; pn_connection_wake()
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_send: entry
, address_send: something to send. size=16348
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:16348 = pn_link_send(size=16348)
, address_send: a->size reduced to: 0
7.536, EXIT , PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:144 = pn_link_recv(size:144)
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16204, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 97944, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.536, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 97944, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.536, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.536, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.536, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
, pending:97944 = pn_delivery_pending()
7.536, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: recv:65536 = pn_link_recv(size:65536)
, address_receive: receiver blocked
7.536, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.536, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.536, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
, pending:32408 = pn_delivery_pending()
, address_receive: recv:32408 = pn_link_recv(size:32408)
, 0 = pn_delivery_pending()
7.536, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.536, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.537, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=32408
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:32408 = pn_link_send(size=32408)
, address_send: a->size reduced to: 0
7.537, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 32408, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.537, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.537, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.537, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: sender blocked
7.537, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
, address_receive: unblock sender; pn_connection_wake()
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_send: entry
, address_send: something to send. size=16348
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:16348 = pn_link_send(size=16348)
, address_send: a->size reduced to: 0
7.583, EXIT , PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.583, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.583, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:144 = pn_link_recv(size:144)
, address_receive: receiver blocked
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16204, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 32552, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 48900, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 65248, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, address_receive: receiver blocked
7.583, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 81596, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.583, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.583, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.583, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
, pending:81596 = pn_delivery_pending()
7.583, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.583, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: recv:65536 = pn_link_recv(size:65536)
, address_receive: receiver blocked
7.583, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.584, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=65536
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:65536 = pn_link_send(size=65536)
, address_send: a->size reduced to: 0
, address_send: unblock receiver: pn_connection_wake()
7.584, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 65536, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.584, ENTER, PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: entry
, pending:16060 = pn_delivery_pending()
7.584, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_receive: recv:16060 = pn_link_recv(size:16060)
, 0 = pn_delivery_pending()
7.584, EXIT , PN_CONNECTION_WAKE, xport-1, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.584, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.584, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: something to send. size=16060
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:16060 = pn_link_send(size=16060)
, address_send: a->size reduced to: 0
7.584, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 16060, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.584, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.584, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.584, ENTER, PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
, address_send: entry
, address_send: sender blocked
7.584, EXIT , PN_LINK_FLOW, xport-2, 16384, sessn-2, 262144, 2147483647, 0, 0, link-2, my_receiver, sendr, 0, 0, dlvry-2, 1, 0, 0, 1
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
, address_receive: unblock sender; pn_connection_wake()
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.624, ENTER, PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
, address_send: entry
, address_send: something to send. size=16348
, address_send: pending:0 = pn_session_outgoing_bytes()
, address_send: sent:16348 = pn_link_send(size=16348)
, address_send: a->size reduced to: 0
7.624, EXIT , PN_CONNECTION_WAKE, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.624, ENTER, PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.624, EXIT , PN_TRANSPORT, xport-2, 16384, , 0, 0, 0, 0, , , , 0, 0, , 0, 0, 0, 0
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:16348 = pn_link_recv(size:16348)
, 0 = pn_delivery_pending()
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 0, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
7.624, ENTER, PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16348, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
, address_receive: entry
, pending:16348 = pn_delivery_pending()
, address_receive: recv:144 = pn_link_recv(size:144)
, address_receive: receiver blocked
7.624, EXIT , PN_DELIVERY, xport-1, 16384, sessn-1, 262144, 2147483647, 16204, 0, link-1, my_sender, recvr, 0, 0, dlvry-1, 100, 0, 1, 1
